[Measurement conditions]
Sample identification,
17.9400,29.0
17.9600,16.0
17.9800,20.0
18.0000,23.0
18.0200,26.0
18.0400,26.0
18.0600,28.0
18.0800,32.0
18.1000,39.0
18.1200,34.0
18.1400,34.0
18.1600,34.0
18.1800,50.0
18.2000,37.0
18.2200,47.0
18.2400,63.0
18.2600,54.0
18.2800,52.0
18.3000,51.0
18.3200,66.0
18.3400,60.0
18.3600,54.0
18.3800,53.0
18.4000,53.0
18.4200,57.0
18.4400,73.0
18.4600,60.0
18.4800,70.0
18.5000,41.0
18.5200,69.0
18.5400,61.0
18.5600,32.0
18.5800,41.0
18.6000,27.0
18.6200,31.0
18.6400,47.0
18.6600,44.0
18.6800,32.0
18.7000,36.0
18.7200,31.0
18.7400,29.0
18.7600,34.0
18.7800,30.0
18.8000,15.0
18.8200,9.0
18.8400,21.0
18.8600,9.0
18.8800,12.0
18.9000,16.0
18.9200,11.0
18.9400,20.0
18.9600,18.0
18.9800,10.0
19.0000,14.0
19.0200,9.0
19.0400,10.0
19.0600,12.0
19.0800,8.0
19.1000,9.0
19.1200,8.0
19.1400,9.0
19.1600,9.0
19.1800,9.0
19.2000,7.0
19.2200,8.0
19.2400,3.0
19.2600,6.0
19.2800,8.0
19.3000,8.0
19.3200,3.0
19.3400,8.0
19.3600,9.0
19.3800,8.0
19.4000,6.0
19.4200,6.0
19.4400,11.0
19.4600,8.0
19.4800,7.0
19.5000,5.0
19.5200,6.0
19.5400,7.0
19.5600,4.0
19.5800,8.0
19.6000,1.0
19.6200,12.0
19.6400,7.0
19.6600,6.0
19.6800,7.0
19.7000,11.0
19.7200,3.0
19.7400,8.0
19.7600,2.0
19.7800,8.0
19.8000,3.0
19.8200,2.0
19.8400,6.0
19.8600,4.0
19.8800,4.0
19.9000,4.0
19.9200,4.0
19.9400,5.0
19.9600,7.0
19.9800,7.0
20.0000,1.0
20.0200,3.0
20.0400,7.0
20.0600,2.0
20.0800,5.0
20.1000,7.0
20.1200,5.0
20.1400,7.0
20.1600,4.0
20.1800,4.0
20.2000,6.0
20.2200,3.0
20.2400,6.0
20.2600,3.0
20.2800,4.0
20.3000,2.0
20.3200,4.0
20.3400,3.0
20.3600,7.0
20.3800,3.0
20.4000,4.0
20.4200,3.0
20.4400,3.0
20.4600,5.0
20.4800,0.0
20.5000,7.0
20.5200,6.0
20.5400,7.0
20.5600,3.0
20.5800,6.0
20.6000,6.0
20.6200,1.0
20.6400,1.0
20.6600,5.0
20.6800,3.0
20.7000,3.0
20.7200,4.0
20.7400,3.0
20.7600,2.0
20.7800,6.0
20.8000,4.0
20.8200,1.0
20.8400,3.0
20.8600,5.0
20.8800,0.0
20.9000,3.0
20.9200,2.0
20.9400,3.0
20.9600,6.0
20.9800,4.0
21.0000,4.0
21.0200,4.0
21.0400,2.0
21.0600,5.0
21.0800,7.0
21.1000,7.0
21.1200,3.0
21.1400,9.0
21.1600,2.0
21.1800,5.0
21.2000,3.0
21.2200,6.0
21.2400,4.0
21.2600,1.0
21.2800,4.0
21.3000,5.0
21.3200,10.0
21.3400,5.0
21.3600,2.0
21.3800,2.0
21.4000,3.0
21.4200,4.0
21.4400,8.0
21.4600,1.0
21.4800,6.0
21.5000,8.0
21.5200,7.0
21.5400,8.0
21.5600,8.0
21.5800,6.0
21.6000,3.0
21.6200,2.0
21.6400,2.0
21.6600,5.0
21.6800,7.0
21.7000,3.0
21.7200,2.0
21.7400,4.0
21.7600,4.0
21.7800,4.0
21.8000,2.0
21.8200,3.0
21.8400,5.0
21.8600,4.0
21.8800,3.0
21.9000,5.0
21.9200,3.0
21.9400,7.0
21.9600,5.0
21.9800,0.0
22.0000,3.0
22.0200,5.0
22.0400,3.0
22.0600,4.0
22.0800,5.0
22.1000,2.0
22.1200,5.0
22.1400,3.0
22.1600,4.0
22.1800,4.0
22.2000,1.0
22.2200,0.0
22.2400,4.0
22.2600,3.0
22.2800,5.0
22.3000,2.0
22.3200,6.0
22.3400,3.0
22.3600,4.0
22.3800,6.0
22.4000,3.0
22.4200,4.0
22.4400,1.0
22.4600,5.0
22.4800,1.0
22.5000,3.0
22.5200,3.0
22.5400,3.0
22.5600,6.0
22.5800,3.0
22.6000,5.0
22.6200,7.0
22.6400,1.0
22.6600,1.0
22.6800,1.0
22.7000,5.0
22.7200,4.0
22.7400,6.0
22.7600,4.0
22.7800,3.0
22.8000,4.0
22.8200,6.0
22.8400,3.0
22.8600,3.0
22.8800,0.0
22.9000,4.0
22.9200,3.0
22.9400,2.0
22.9600,7.0
22.9800,3.0
23.0000,3.0
23.0200,2.0
23.0400,3.0
23.0600,4.0
23.0800,5.0
23.1000,2.0
23.1200,2.0
23.1400,6.0
23.1600,4.0
23.1800,5.0
23.2000,0.0
23.2200,5.0
23.2400,2.0
23.2600,1.0
23.2800,0.0
23.3000,6.0
23.3200,2.0
23.3400,6.0
23.3600,6.0
23.3800,7.0
23.4000,1.0
23.4200,4.0
23.4400,7.0
23.4600,4.0
23.4800,1.0
23.5000,4.0
23.5200,3.0
23.5400,1.0
23.5600,3.0
23.5800,4.0
23.6000,3.0
23.6200,5.0
23.6400,4.0
23.6600,2.0
23.6800,2.0
23.7000,3.0
23.7200,3.0
23.7400,1.0
23.7600,4.0
23.7800,3.0
23.8000,4.0
23.8200,5.0
23.8400,3.0
23.8600,3.0
23.8800,2.0
23.9000,2.0
23.9200,8.0
23.9400,1.0
23.9600,2.0
23.9800,3.0
24.0000,0.0
24.0200,3.0
24.0400,6.0
24.0600,5.0
24.0800,5.0
24.1000,3.0
24.1200,3.0
24.1400,3.0
24.1600,5.0
24.1800,1.0
24.2000,4.0
24.2200,0.0
24.2400,5.0
24.2600,2.0
24.2800,2.0
24.3000,1.0
24.3200,2.0
24.3400,3.0
24.3600,1.0
24.3800,3.0
24.4000,6.0
24.4200,3.0
24.4400,3.0
24.4600,4.0
24.4800,1.0
24.5000,4.0
24.5200,3.0
24.5400,4.0
24.5600,0.0
24.5800,5.0
24.6000,3.0
24.6200,1.0
24.6400,2.0
24.6600,4.0
24.6800,0.0
24.7000,2.0
24.7200,3.0
24.7400,4.0
24.7600,1.0
24.7800,6.0
24.8000,4.0
24.8200,3.0
24.8400,5.0
24.8600,1.0
24.8800,3.0
24.9000,3.0
24.9200,5.0
24.9400,4.0
24.9600,3.0
24.9800,3.0
25.0000,4.0
25.0200,0.0
25.0400,1.0
25.0600,3.0
25.0800,4.0
25.1000,3.0
25.1200,2.0
25.1400,1.0
25.1600,0.0
25.1800,1.0
25.2000,5.0
25.2200,6.0
25.2400,1.0
25.2600,7.0
25.2800,3.0
25.3000,4.0
25.3200,6.0
25.3400,1.0
25.3600,8.0
25.3800,4.0
25.4000,6.0
25.4200,4.0
25.4400,3.0
25.4600,5.0
25.4800,4.0
25.5000,3.0
25.5200,3.0
25.5400,1.0
25.5600,2.0
25.5800,5.0
25.6000,4.0
25.6200,3.0
25.6400,1.0
25.6600,2.0
25.6800,3.0
25.7000,5.0
25.7200,5.0
25.7400,2.0
25.7600,4.0
25.7800,1.0
25.8000,5.0
25.8200,2.0
25.8400,2.0
25.8600,3.0
25.8800,5.0
25.9000,1.0
25.9200,2.0
25.9400,1.0
25.9600,3.0
25.9800,5.0
26.0000,3.0
26.0200,3.0
26.0400,1.0
26.0600,2.0
26.0800,1.0
26.1000,1.0
26.1200,3.0
26.1400,0.0
26.1600,5.0
26.1800,2.0
26.2000,2.0
26.2200,2.0
26.2400,1.0
26.2600,0.0
26.2800,3.0
26.3000,3.0
26.3200,2.0
26.3400,0.0
26.3600,3.0
26.3800,2.0
26.4000,2.0
26.4200,0.0
26.4400,1.0
26.4600,0.0
26.4800,1.0
26.5000,3.0
26.5200,1.0
26.5400,5.0
26.5600,1.0
26.5800,4.0
26.6000,4.0
26.6200,3.0
26.6400,4.0
26.6600,1.0
26.6800,2.0
26.7000,3.0
26.7200,6.0
26.7400,1.0
26.7600,2.0
26.7800,4.0
26.8000,4.0
26.8200,9.0
26.8400,1.0
26.8600,4.0
26.8800,4.0
26.9000,6.0
26.9200,5.0
26.9400,3.0
26.9600,4.0
26.9800,5.0
27.0000,1.0
27.0200,2.0
27.0400,1.0
27.0600,6.0
27.0800,4.0
27.1000,4.0
27.1200,1.0
27.1400,4.0
27.1600,5.0
27.1800,1.0
27.2000,2.0
27.2200,0.0
27.2400,3.0
27.2600,3.0
27.2800,3.0
27.3000,3.0
27.3200,7.0
27.3400,5.0
27.3600,2.0
27.3800,2.0
27.4000,3.0
27.4200,1.0
27.4400,0.0
27.4600,1.0
27.4800,2.0
27.5000,4.0
27.5200,3.0
27.5400,0.0
27.5600,2.0
27.5800,4.0
27.6000,2.0
27.6200,4.0
27.6400,3.0
27.6600,5.0
27.6800,4.0
27.7000,2.0
27.7200,3.0
27.7400,3.0
27.7600,3.0
27.7800,8.0
27.8000,9.0
27.8200,5.0
27.8400,5.0
27.8600,8.0
27.8800,7.0
27.9000,2.0
27.9200,7.0
27.9400,5.0
27.9600,7.0
27.9800,6.0
28.0000,0.0
28.0200,4.0
28.0400,4.0
28.0600,2.0
28.0800,1.0
28.1000,2.0
28.1200,7.0
28.1400,2.0
28.1600,5.0
28.1800,5.0
28.2000,9.0
28.2200,5.0
28.2400,3.0
28.2600,5.0
28.2800,4.0
28.3000,2.0
28.3200,3.0
28.3400,1.0
28.3600,5.0
28.3800,2.0
28.4000,3.0
28.4200,2.0
28.4400,4.0
28.4600,0.0
28.4800,2.0
28.5000,4.0
28.5200,4.0
28.5400,3.0
28.5600,1.0
28.5800,3.0
28.6000,5.0
28.6200,4.0
28.6400,5.0
28.6600,5.0
28.6800,2.0
28.7000,4.0
28.7200,3.0
28.7400,2.0
28.7600,1.0
28.7800,2.0
28.8000,7.0
28.8200,2.0
28.8400,2.0
28.8600,4.0
28.8800,1.0
28.9000,4.0
28.9200,3.0
28.9400,3.0
28.9600,1.0
28.9800,2.0
29.0000,2.0
29.0200,3.0
29.0400,1.0
29.0600,1.0
29.0800,2.0
29.1000,2.0
29.1200,4.0
29.1400,6.0
29.1600,8.0
29.1800,3.0
29.2000,3.0
29.2200,4.0
29.2400,3.0
29.2600,2.0
29.2800,4.0
29.3000,1.0
29.3200,0.0
29.3400,3.0
29.3600,2.0
29.3800,0.0
29.4000,2.0
29.4200,3.0
29.4400,3.0
29.4600,2.0
29.4800,0.0
29.5000,0.0
29.5200,4.0
29.5400,2.0
29.5600,2.0
29.5800,1.0
29.6000,2.0
29.6200,1.0
29.6400,4.0
29.6600,0.0
29.6800,5.0
29.7000,2.0
29.7200,2.0
29.7400,1.0
29.7600,3.0
29.7800,1.0
29.8000,1.0
29.8200,1.0
29.8400,2.0
29.8600,3.0
29.8800,2.0
29.9000,1.0
29.9200,3.0
29.9400,3.0
29.9600,3.0
29.9800,7.0
30.0000,3.0
30.0200,1.0
30.0400,2.0
30.0600,0.0
30.0800,2.0
30.1000,2.0
30.1200,3.0
30.1400,4.0
30.1600,4.0
30.1800,2.0
30.2000,0.0
30.2200,1.0
30.2400,1.0
30.2600,4.0
30.2800,3.0
30.3000,2.0
30.3200,3.0
30.3400,2.0
30.3600,2.0
30.3800,4.0
30.4000,2.0
30.4200,5.0
30.4400,6.0
30.4600,3.0
30.4800,6.0
30.5000,5.0
30.5200,2.0
30.5400,4.0
30.5600,12.0
30.5800,1.0
30.6000,10.0
30.6200,3.0
30.6400,4.0
30.6600,5.0
30.6800,8.0
30.7000,7.0
30.7200,11.0
30.7400,9.0
30.7600,6.0
30.7800,8.0
30.8000,3.0
30.8200,5.0
30.8400,2.0
30.8600,11.0
30.8800,7.0
30.9000,8.0
30.9200,10.0
30.9400,6.0
30.9600,1.0
30.9800,6.0
31.0000,6.0
31.0200,8.0
31.0400,4.0
31.0600,4.0
31.0800,5.0
31.1000,3.0
31.1200,5.0
31.1400,2.0
31.1600,2.0
31.1800,5.0
31.2000,2.0
31.2200,4.0
31.2400,4.0
31.2600,3.0
31.2800,5.0
31.3000,2.0
31.3200,2.0
31.3400,2.0
31.3600,2.0
31.3800,1.0
31.4000,7.0
31.4200,3.0
31.4400,5.0
31.4600,4.0
31.4800,2.0
31.5000,4.0
31.5200,4.0
31.5400,1.0
31.5600,2.0
31.5800,3.0
31.6000,6.0
31.6200,4.0
31.6400,2.0
31.6600,4.0
31.6800,3.0
31.7000,3.0
31.7200,0.0
31.7400,2.0
31.7600,2.0
31.7800,5.0
31.8000,7.0
31.8200,5.0
31.8400,5.0
31.8600,2.0
31.8800,4.0
31.9000,1.0
31.9200,6.0
31.9400,12.0
31.9600,13.0
31.9800,8.0
32.0000,12.0
32.0200,12.0
32.0400,19.0
32.0600,27.0
32.0800,28.0
32.1000,33.0
32.1200,29.0
32.1400,25.0
32.1600,25.0
32.1800,20.0
32.2000,18.0
32.2200,17.0
32.2400,14.0
32.2600,9.0
32.2800,8.0
32.3000,3.0
32.3200,5.0
32.3400,7.0
32.3600,5.0
32.3800,4.0
32.4000,5.0
32.4200,2.0
32.4400,3.0
32.4600,2.0
32.4800,5.0
32.5000,3.0
32.5200,6.0
32.5400,5.0
32.5600,8.0
32.5800,5.0
32.6000,6.0
32.6200,4.0
32.6400,6.0
32.6600,4.0
32.6800,7.0
32.7000,7.0
32.7200,8.0
32.7400,11.0
32.7600,9.0
32.7800,2.0
32.8000,6.0
32.8200,8.0
32.8400,3.0
32.8600,8.0
32.8800,6.0
32.9000,7.0
32.9200,6.0
32.9400,6.0
32.9600,7.0
32.9800,5.0
33.0000,8.0
33.0200,3.0
33.0400,7.0
33.0600,6.0
33.0800,8.0
33.1000,4.0
33.1200,4.0
33.1400,2.0
33.1600,2.0
33.1800,5.0
33.2000,5.0
33.2200,4.0
33.2400,8.0
33.2600,8.0
33.2800,10.0
33.3000,3.0
33.3200,3.0
33.3400,5.0
33.3600,2.0
33.3800,6.0
33.4000,7.0
33.4200,9.0
33.4400,4.0
33.4600,6.0
33.4800,6.0
33.5000,3.0
33.5200,7.0
33.5400,6.0
33.5600,5.0
33.5800,2.0
33.6000,7.0
33.6200,5.0
33.6400,5.0
33.6600,5.0
33.6800,4.0
33.7000,7.0
33.7200,6.0
33.7400,3.0
33.7600,5.0
33.7800,5.0
33.8000,6.0
33.8200,4.0
33.8400,7.0
33.8600,5.0
33.8800,9.0
33.9000,10.0
33.9200,5.0
33.9400,6.0
33.9600,8.0
33.9800,6.0
34.0000,7.0
34.0200,5.0
34.0400,6.0
34.0600,5.0
34.0800,12.0
34.1000,5.0
34.1200,17.0
34.1400,10.0
34.1600,15.0
34.1800,32.0
34.2000,33.0
34.2200,36.0
34.2400,56.0
34.2600,63.0
34.2800,72.0
34.3000,104.0
34.3200,117.0
34.3400,114.0
34.3600,121.0
34.3800,119.0
34.4000,114.0
34.4200,84.0
34.4400,62.0
34.4600,48.0
34.4800,46.0
34.5000,30.0
34.5200,17.0
34.5400,7.0
34.5600,10.0
34.5800,9.0
34.6000,4.0
34.6200,8.0
34.6400,2.0
34.6600,8.0
34.6800,7.0
34.7000,5.0
34.7200,1.0
34.7400,5.0
34.7600,5.0
34.7800,7.0
34.8000,4.0
34.8200,4.0
34.8400,7.0
34.8600,7.0
34.8800,5.0
34.9000,11.0
34.9200,5.0
34.9400,12.0
34.9600,6.0
34.9800,9.0
35.0000,4.0
35.0200,8.0
35.0400,6.0
35.0600,4.0
35.0800,3.0
35.1000,6.0
35.1200,6.0
35.1400,9.0
35.1600,2.0
35.1800,5.0
35.2000,3.0
35.2200,7.0
35.2400,5.0
35.2600,9.0
35.2800,2.0
35.3000,4.0
35.3200,10.0
35.3400,6.0
35.3600,3.0
35.3800,6.0
35.4000,9.0
35.4200,6.0
35.4400,5.0
35.4600,7.0
35.4800,4.0
35.5000,9.0
35.5200,1.0
35.5400,8.0
35.5600,7.0
35.5800,7.0
35.6000,5.0
35.6200,14.0
35.6400,5.0
35.6600,13.0
35.6800,12.0
35.7000,5.0
35.7200,6.0
35.7400,4.0
35.7600,11.0
35.7800,12.0
35.8000,12.0
35.8200,9.0
35.8400,13.0
35.8600,9.0
35.8800,12.0
35.9000,9.0
35.9200,11.0
35.9400,6.0
35.9600,11.0
35.9800,10.0
36.0000,7.0
36.0200,9.0
36.0400,10.0
36.0600,16.0
36.0800,7.0
36.1000,13.0
36.1200,8.0
36.1400,7.0
36.1600,15.0
36.1800,17.0
36.2000,9.0
36.2200,14.0
36.2400,18.0
36.2600,10.0
36.2800,14.0
36.3000,24.0
36.3200,25.0
36.3400,29.0
36.3600,27.0
36.3800,42.0
36.4000,58.0
36.4200,70.0
36.4400,77.0
36.4600,116.0
36.4800,121.0
36.5000,139.0
36.5200,171.0
36.5400,177.0
36.5600,178.0
36.5800,152.0
36.6000,151.0
36.6200,122.0
36.6400,100.0
36.6600,89.0
36.6800,72.0
36.7000,57.0
36.7200,31.0
36.7400,25.0
36.7600,25.0
36.7800,15.0
36.8000,17.0
36.8200,15.0
36.8400,7.0
36.8600,6.0
36.8800,8.0
36.9000,8.0
36.9200,14.0
36.9400,15.0
36.9600,15.0
36.9800,8.0
37.0000,12.0
37.0200,9.0
37.0400,20.0
37.0600,10.0
37.0800,14.0
37.1000,15.0
37.1200,16.0
37.1400,11.0
37.1600,18.0
37.1800,11.0
37.2000,19.0
37.2200,15.0
37.2400,19.0
37.2600,18.0
37.2800,17.0
37.3000,21.0
37.3200,17.0
37.3400,18.0
37.3600,22.0
37.3800,25.0
37.4000,29.0
37.4200,32.0
37.4400,21.0
37.4600,27.0
37.4800,22.0
37.5000,32.0
37.5200,39.0
37.5400,33.0
37.5600,26.0
37.5800,49.0
37.6000,29.0
37.6200,40.0
37.6400,50.0
37.6600,45.0
37.6800,40.0
37.7000,47.0
37.7200,56.0
37.7400,39.0
37.7600,33.0
37.7800,48.0
37.8000,68.0
37.8200,67.0
37.8400,61.0
37.8600,57.0
37.8800,54.0
37.9000,53.0
37.9200,43.0
37.9400,56.0
37.9600,49.0
37.9800,61.0
38.0000,54.0
38.0200,54.0
38.0400,43.0
38.0600,61.0
38.0800,54.0
38.1000,42.0
38.1200,54.0
38.1400,39.0
38.1600,40.0
38.1800,44.0
38.2000,39.0
38.2200,35.0
38.2400,43.0
38.2600,34.0
38.2800,35.0
38.3000,37.0
38.3200,29.0
38.3400,36.0
38.3600,26.0
38.3800,23.0
38.4000,27.0
38.4200,27.0
38.4400,21.0
38.4600,23.0
38.4800,18.0
38.5000,30.0
38.5200,25.0
38.5400,22.0
38.5600,24.0
38.5800,16.0
38.6000,18.0
38.6200,10.0
38.6400,20.0
38.6600,15.0
38.6800,10.0
38.7000,10.0
38.7200,13.0
38.7400,15.0
38.7600,11.0
38.7800,13.0
38.8000,8.0
38.8200,14.0
38.8400,14.0
38.8600,8.0
38.8800,9.0
38.9000,8.0
38.9200,14.0
38.9400,7.0
38.9600,8.0
38.9800,18.0
39.0000,10.0
39.0200,11.0
39.0400,8.0
39.0600,9.0
39.0800,10.0
39.1000,11.0
39.1200,8.0
39.1400,6.0
39.1600,10.0
39.1800,8.0
39.2000,9.0
39.2200,12.0
39.2400,2.0
39.2600,6.0
39.2800,7.0
39.3000,6.0
39.3200,5.0
39.3400,7.0
39.3600,2.0
39.3800,3.0
39.4000,4.0
39.4200,9.0
39.4400,5.0
39.4600,5.0
39.4800,7.0
39.5000,7.0
39.5200,5.0
39.5400,12.0
39.5600,8.0
39.5800,4.0
39.6000,5.0
39.6200,2.0
39.6400,8.0
39.6600,5.0
39.6800,4.0
39.7000,9.0
39.7200,8.0
39.7400,3.0
39.7600,1.0
39.7800,4.0
39.8000,13.0
39.8200,6.0
39.8400,7.0
39.8600,6.0
39.8800,2.0
39.9000,6.0
39.9200,7.0
39.9400,9.0
39.9600,7.0
39.9800,11.0
40.0000,2.0
40.0200,7.0
40.0400,5.0
40.0600,6.0
40.0800,3.0
40.1000,4.0
40.1200,3.0
40.1400,6.0
40.1600,7.0
40.1800,4.0
40.2000,5.0
40.2200,1.0
40.2400,6.0
40.2600,5.0
40.2800,1.0
40.3000,2.0
40.3200,2.0
40.3400,5.0
40.3600,4.0
40.3800,2.0
40.4000,2.0
40.4200,11.0
40.4400,4.0
40.4600,4.0
40.4800,5.0
40.5000,7.0
