[Measurement conditions]
Sample identification,
27.9400,19.0
27.9600,23.0
27.9800,28.0
28.0000,27.0
28.0200,36.0
28.0400,33.0
28.0600,53.0
28.0800,39.0
28.1000,42.0
28.1200,52.0
28.1400,53.0
28.1600,70.0
28.1800,95.0
28.2000,123.0
28.2200,137.0
28.2400,209.0
28.2600,251.0
28.2800,321.0
28.3000,429.0
28.3200,633.0
28.3400,762.0
28.3600,876.0
28.3800,965.0
28.4000,955.0
28.4200,858.0
28.4400,736.0
28.4600,586.0
28.4800,409.0
28.5000,319.0
28.5200,178.0
28.5400,124.0
28.5600,76.0
28.5800,47.0
28.6000,35.0
28.6200,27.0
28.6400,19.0
28.6600,22.0
28.6800,25.0
28.7000,19.0
28.7200,18.0
28.7400,12.0
28.7600,14.0
28.7800,10.0
28.8000,8.0
28.8200,14.0
28.8400,8.0
28.8600,7.0
28.8800,3.0
28.9000,5.0
28.9200,10.0
28.9400,9.0
28.9600,8.0
28.9800,7.0
29.0000,6.0
29.0200,10.0
29.0400,5.0
29.0600,5.0
29.0800,6.0
29.1000,3.0
29.1200,7.0
29.1400,7.0
29.1600,10.0
29.1800,5.0
29.2000,4.0
29.2200,10.0
29.2400,3.0
29.2600,4.0
29.2800,1.0
29.3000,1.0
29.3200,3.0
29.3400,1.0
29.3600,5.0
29.3800,5.0
29.4000,3.0
29.4200,3.0
29.4400,5.0
29.4600,1.0
29.4800,1.0
29.5000,3.0
29.5200,3.0
29.5400,4.0
29.5600,7.0
29.5800,7.0
29.6000,4.0
29.6200,3.0
29.6400,8.0
29.6600,2.0
29.6800,3.0
29.7000,2.0
29.7200,1.0
29.7400,3.0
29.7600,3.0
29.7800,2.0
29.8000,2.0
29.8200,4.0
29.8400,4.0
29.8600,2.0
29.8800,5.0
29.9000,7.0
29.9200,4.0
29.9400,5.0
29.9600,3.0
29.9800,6.0
30.0000,3.0
30.0200,3.0
30.0400,5.0
30.0600,4.0
30.0800,5.0
30.1000,3.0
30.1200,4.0
30.1400,2.0
30.1600,5.0
30.1800,5.0
30.2000,4.0
30.2200,2.0
30.2400,7.0
30.2600,3.0
30.2800,3.0
30.3000,1.0
30.3200,2.0
30.3400,6.0
30.3600,7.0
30.3800,2.0
30.4000,7.0
30.4200,1.0
30.4400,3.0
30.4600,3.0
30.4800,5.0
30.5000,7.0
30.5200,4.0
30.5400,2.0
30.5600,8.0
30.5800,9.0
30.6000,1.0
30.6200,3.0
30.6400,3.0
30.6600,5.0
30.6800,3.0
30.7000,3.0
30.7200,7.0
30.7400,7.0
30.7600,2.0
30.7800,7.0
30.8000,2.0
30.8200,4.0
30.8400,1.0
30.8600,4.0
30.8800,4.0
30.9000,1.0
30.9200,1.0
30.9400,3.0
30.9600,5.0
30.9800,5.0
31.0000,7.0
31.0200,3.0
31.0400,4.0
31.0600,2.0
31.0800,4.0
31.1000,6.0
31.1200,3.0
31.1400,1.0
31.1600,3.0
31.1800,3.0
31.2000,4.0
31.2200,2.0
31.2400,5.0
31.2600,3.0
31.2800,1.0
31.3000,0.0
31.3200,2.0
31.3400,2.0
31.3600,4.0
31.3800,1.0
31.4000,3.0
31.4200,4.0
31.4400,5.0
31.4600,3.0
31.4800,3.0
31.5000,5.0
31.5200,3.0
31.5400,5.0
31.5600,1.0
31.5800,4.0
31.6000,2.0
31.6200,1.0
31.6400,4.0
31.6600,5.0
31.6800,5.0
31.7000,1.0
31.7200,4.0
31.7400,2.0
31.7600,1.0
31.7800,5.0
31.8000,3.0
31.8200,4.0
31.8400,6.0
31.8600,1.0
31.8800,0.0
31.9000,4.0
31.9200,6.0
31.9400,1.0
31.9600,6.0
31.9800,5.0
32.0000,3.0
32.0200,1.0
32.0400,1.0
32.0600,3.0
32.0800,3.0
32.1000,2.0
32.1200,0.0
32.1400,2.0
32.1600,1.0
32.1800,6.0
32.2000,5.0
32.2200,3.0
32.2400,5.0
32.2600,2.0
32.2800,3.0
32.3000,6.0
32.3200,3.0
32.3400,5.0
32.3600,3.0
32.3800,1.0
32.4000,4.0
32.4200,6.0
32.4400,2.0
32.4600,2.0
32.4800,1.0
32.5000,2.0
32.5200,5.0
32.5400,4.0
32.5600,4.0
32.5800,4.0
32.6000,2.0
32.6200,5.0
32.6400,3.0
32.6600,0.0
32.6800,1.0
32.7000,3.0
32.7200,2.0
32.7400,4.0
32.7600,5.0
32.7800,3.0
32.8000,0.0
32.8200,7.0
32.8400,5.0
32.8600,4.0
32.8800,1.0
32.9000,4.0
32.9200,3.0
32.9400,3.0
32.9600,1.0
32.9800,5.0
33.0000,1.0
33.0200,3.0
33.0400,2.0
33.0600,1.0
33.0800,2.0
33.1000,6.0
33.1200,2.0
33.1400,1.0
33.1600,2.0
33.1800,3.0
33.2000,0.0
33.2200,2.0
33.2400,4.0
33.2600,1.0
33.2800,3.0
33.3000,3.0
33.3200,2.0
33.3400,1.0
33.3600,2.0
33.3800,5.0
33.4000,2.0
33.4200,2.0
33.4400,3.0
33.4600,4.0
33.4800,4.0
33.5000,2.0
33.5200,1.0
33.5400,1.0
33.5600,5.0
33.5800,2.0
33.6000,0.0
33.6200,5.0
33.6400,1.0
33.6600,2.0
33.6800,2.0
33.7000,2.0
33.7200,5.0
33.7400,5.0
33.7600,3.0
33.7800,2.0
33.8000,1.0
33.8200,2.0
33.8400,2.0
33.8600,3.0
33.8800,4.0
33.9000,3.0
33.9200,4.0
33.9400,1.0
33.9600,4.0
33.9800,4.0
34.0000,1.0
34.0200,4.0
34.0400,5.0
34.0600,6.0
34.0800,4.0
34.1000,2.0
34.1200,3.0
34.1400,4.0
34.1600,2.0
34.1800,2.0
34.2000,4.0
34.2200,0.0
34.2400,3.0
34.2600,3.0
34.2800,4.0
34.3000,3.0
34.3200,2.0
34.3400,4.0
34.3600,4.0
34.3800,2.0
34.4000,3.0
34.4200,3.0
34.4400,3.0
34.4600,3.0
34.4800,7.0
34.5000,1.0
34.5200,5.0
34.5400,2.0
34.5600,3.0
34.5800,3.0
34.6000,0.0
34.6200,3.0
34.6400,0.0
34.6600,4.0
34.6800,4.0
34.7000,2.0
34.7200,4.0
34.7400,3.0
34.7600,8.0
34.7800,3.0
34.8000,2.0
34.8200,1.0
34.8400,2.0
34.8600,2.0
34.8800,3.0
34.9000,1.0
34.9200,3.0
34.9400,3.0
34.9600,2.0
34.9800,5.0
35.0000,3.0
35.0200,4.0
35.0400,3.0
35.0600,3.0
35.0800,6.0
35.1000,7.0
35.1200,3.0
35.1400,3.0
35.1600,4.0
35.1800,0.0
35.2000,6.0
35.2200,2.0
35.2400,0.0
35.2600,0.0
35.2800,3.0
35.3000,5.0
35.3200,4.0
35.3400,3.0
35.3600,4.0
35.3800,3.0
35.4000,1.0
35.4200,7.0
35.4400,8.0
35.4600,2.0
35.4800,6.0
35.5000,6.0
35.5200,4.0
35.5400,5.0
35.5600,1.0
35.5800,4.0
35.6000,3.0
35.6200,3.0
35.6400,2.0
35.6600,3.0
35.6800,2.0
35.7000,4.0
35.7200,0.0
35.7400,5.0
35.7600,2.0
35.7800,2.0
35.8000,5.0
35.8200,3.0
35.8400,2.0
35.8600,5.0
35.8800,2.0
35.9000,0.0
35.9200,5.0
35.9400,1.0
35.9600,6.0
35.9800,4.0
36.0000,6.0
36.0200,6.0
36.0400,7.0
36.0600,2.0
36.0800,5.0
36.1000,5.0
36.1200,4.0
36.1400,2.0
36.1600,1.0
36.1800,9.0
36.2000,4.0
36.2200,8.0
36.2400,1.0
36.2600,5.0
36.2800,2.0
36.3000,2.0
36.3200,5.0
36.3400,5.0
36.3600,3.0
36.3800,3.0
36.4000,2.0
36.4200,5.0
36.4400,3.0
36.4600,1.0
36.4800,2.0
36.5000,4.0
36.5200,3.0
36.5400,4.0
36.5600,4.0
36.5800,5.0
36.6000,2.0
36.6200,1.0
36.6400,6.0
36.6600,2.0
36.6800,5.0
36.7000,1.0
36.7200,0.0
36.7400,1.0
36.7600,2.0
36.7800,2.0
36.8000,2.0
36.8200,2.0
36.8400,2.0
36.8600,2.0
36.8800,4.0
36.9000,1.0
36.9200,1.0
36.9400,3.0
36.9600,1.0
36.9800,5.0
37.0000,2.0
37.0200,2.0
37.0400,4.0
37.0600,4.0
37.0800,4.0
37.1000,3.0
37.1200,2.0
37.1400,3.0
37.1600,4.0
37.1800,1.0
37.2000,0.0
37.2200,1.0
37.2400,4.0
37.2600,2.0
37.2800,1.0
37.3000,0.0
37.3200,3.0
37.3400,6.0
37.3600,3.0
37.3800,2.0
37.4000,3.0
37.4200,2.0
37.4400,2.0
37.4600,2.0
37.4800,2.0
37.5000,3.0
37.5200,0.0
37.5400,2.0
37.5600,1.0
37.5800,2.0
37.6000,2.0
37.6200,2.0
37.6400,1.0
37.6600,6.0
37.6800,3.0
37.7000,3.0
37.7200,3.0
37.7400,0.0
37.7600,2.0
37.7800,0.0
37.8000,1.0
37.8200,3.0
37.8400,3.0
37.8600,1.0
37.8800,1.0
37.9000,1.0
37.9200,2.0
37.9400,1.0
37.9600,2.0
37.9800,4.0
38.0000,1.0
38.0200,8.0
38.0400,2.0
38.0600,4.0
38.0800,2.0
38.1000,3.0
38.1200,3.0
38.1400,3.0
38.1600,2.0
38.1800,0.0
38.2000,3.0
38.2200,3.0
38.2400,2.0
38.2600,1.0
38.2800,4.0
38.3000,4.0
38.3200,5.0
38.3400,6.0
38.3600,1.0
38.3800,4.0
38.4000,5.0
38.4200,2.0
38.4400,5.0
38.4600,1.0
38.4800,5.0
38.5000,2.0
38.5200,2.0
38.5400,2.0
38.5600,3.0
38.5800,1.0
38.6000,3.0
38.6200,2.0
38.6400,2.0
38.6600,2.0
38.6800,3.0
38.7000,0.0
38.7200,2.0
38.7400,3.0
38.7600,1.0
38.7800,3.0
38.8000,1.0
38.8200,4.0
38.8400,2.0
38.8600,4.0
38.8800,4.0
38.9000,5.0
38.9200,1.0
38.9400,4.0
38.9600,3.0
38.9800,3.0
39.0000,3.0
39.0200,2.0
39.0400,1.0
39.0600,1.0
39.0800,2.0
39.1000,0.0
39.1200,3.0
39.1400,3.0
39.1600,1.0
39.1800,2.0
39.2000,3.0
39.2200,3.0
39.2400,1.0
39.2600,1.0
39.2800,2.0
39.3000,1.0
39.3200,4.0
39.3400,3.0
39.3600,6.0
39.3800,4.0
39.4000,6.0
39.4200,2.0
39.4400,3.0
39.4600,1.0
39.4800,4.0
39.5000,4.0
39.5200,2.0
39.5400,4.0
39.5600,1.0
39.5800,0.0
39.6000,4.0
39.6200,4.0
39.6400,5.0
39.6600,4.0
39.6800,3.0
39.7000,10.0
39.7200,6.0
39.7400,1.0
39.7600,1.0
39.7800,3.0
39.8000,5.0
39.8200,8.0
39.8400,3.0
39.8600,4.0
39.8800,3.0
39.9000,2.0
39.9200,0.0
39.9400,2.0
39.9600,1.0
39.9800,2.0
40.0000,5.0
40.0200,2.0
40.0400,0.0
40.0600,0.0
40.0800,2.0
40.1000,0.0
40.1200,0.0
40.1400,1.0
40.1600,2.0
40.1800,1.0
40.2000,2.0
40.2200,1.0
40.2400,1.0
40.2600,1.0
40.2800,3.0
40.3000,5.0
40.3200,2.0
40.3400,3.0
40.3600,3.0
40.3800,0.0
40.4000,1.0
40.4200,3.0
40.4400,4.0
40.4600,5.0
40.4800,2.0
40.5000,1.0
40.5200,0.0
40.5400,5.0
40.5600,2.0
40.5800,1.0
40.6000,2.0
40.6200,2.0
40.6400,5.0
40.6600,3.0
40.6800,3.0
40.7000,1.0
40.7200,2.0
40.7400,3.0
40.7600,4.0
40.7800,2.0
40.8000,2.0
40.8200,1.0
40.8400,3.0
40.8600,3.0
40.8800,1.0
40.9000,2.0
40.9200,1.0
40.9400,0.0
40.9600,5.0
40.9800,1.0
41.0000,0.0
41.0200,3.0
41.0400,1.0
41.0600,0.0
41.0800,1.0
41.1000,3.0
41.1200,5.0
41.1400,2.0
41.1600,1.0
41.1800,3.0
41.2000,3.0
41.2200,1.0
41.2400,2.0
41.2600,1.0
41.2800,4.0
41.3000,2.0
41.3200,1.0
41.3400,3.0
41.3600,2.0
41.3800,2.0
41.4000,4.0
41.4200,0.0
41.4400,2.0
41.4600,0.0
41.4800,4.0
41.5000,1.0
41.5200,2.0
41.5400,4.0
41.5600,0.0
41.5800,4.0
41.6000,4.0
41.6200,2.0
41.6400,3.0
41.6600,2.0
41.6800,4.0
41.7000,1.0
41.7200,2.0
41.7400,2.0
41.7600,1.0
41.7800,1.0
41.8000,2.0
41.8200,1.0
41.8400,1.0
41.8600,1.0
41.8800,3.0
41.9000,0.0
41.9200,3.0
41.9400,2.0
41.9600,1.0
41.9800,2.0
42.0000,3.0
42.0200,5.0
42.0400,2.0
42.0600,1.0
42.0800,1.0
42.1000,5.0
42.1200,5.0
42.1400,2.0
42.1600,1.0
42.1800,3.0
42.2000,0.0
42.2200,4.0
42.2400,4.0
42.2600,1.0
42.2800,5.0
42.3000,3.0
42.3200,2.0
42.3400,1.0
42.3600,4.0
42.3800,0.0
42.4000,6.0
42.4200,5.0
42.4400,3.0
42.4600,3.0
42.4800,4.0
42.5000,3.0
42.5200,5.0
42.5400,4.0
42.5600,0.0
42.5800,4.0
42.6000,2.0
42.6200,9.0
42.6400,4.0
42.6600,3.0
42.6800,5.0
42.7000,3.0
42.7200,3.0
42.7400,2.0
42.7600,7.0
42.7800,3.0
42.8000,3.0
42.8200,1.0
42.8400,3.0
42.8600,5.0
42.8800,3.0
42.9000,4.0
42.9200,4.0
42.9400,3.0
42.9600,4.0
42.9800,3.0
43.0000,2.0
43.0200,1.0
43.0400,2.0
43.0600,1.0
43.0800,3.0
43.1000,3.0
43.1200,0.0
43.1400,2.0
43.1600,2.0
43.1800,5.0
43.2000,1.0
43.2200,5.0
43.2400,3.0
43.2600,2.0
43.2800,3.0
43.3000,0.0
43.3200,5.0
43.3400,5.0
43.3600,1.0
43.3800,4.0
43.4000,9.0
43.4200,2.0
43.4400,1.0
43.4600,2.0
43.4800,3.0
43.5000,0.0
43.5200,5.0
43.5400,2.0
43.5600,1.0
43.5800,1.0
43.6000,1.0
43.6200,4.0
43.6400,4.0
43.6600,3.0
43.6800,2.0
43.7000,4.0
43.7200,3.0
43.7400,3.0
43.7600,2.0
43.7800,2.0
43.8000,5.0
43.8200,3.0
43.8400,3.0
43.8600,6.0
43.8800,4.0
43.9000,1.0
43.9200,1.0
43.9400,1.0
43.9600,5.0
43.9800,5.0
44.0000,1.0
44.0200,1.0
44.0400,3.0
44.0600,3.0
44.0800,4.0
44.1000,2.0
44.1200,2.0
44.1400,2.0
44.1600,5.0
44.1800,2.0
44.2000,6.0
44.2200,4.0
44.2400,5.0
44.2600,0.0
44.2800,3.0
44.3000,3.0
44.3200,4.0
44.3400,9.0
44.3600,5.0
44.3800,3.0
44.4000,5.0
44.4200,4.0
44.4400,3.0
44.4600,3.0
44.4800,5.0
44.5000,4.0
44.5200,5.0
44.5400,4.0
44.5600,6.0
44.5800,2.0
44.6000,1.0
44.6200,5.0
44.6400,7.0
44.6600,5.0
44.6800,3.0
44.7000,4.0
44.7200,3.0
44.7400,4.0
44.7600,6.0
44.7800,3.0
44.8000,5.0
44.8200,5.0
44.8400,2.0
44.8600,2.0
44.8800,5.0
44.9000,6.0
44.9200,3.0
44.9400,2.0
44.9600,2.0
44.9800,1.0
45.0000,0.0
45.0200,6.0
45.0400,1.0
45.0600,3.0
45.0800,5.0
45.1000,3.0
45.1200,5.0
45.1400,3.0
45.1600,3.0
45.1800,2.0
45.2000,8.0
45.2200,7.0
45.2400,7.0
45.2600,1.0
45.2800,4.0
45.3000,4.0
45.3200,3.0
45.3400,4.0
45.3600,3.0
45.3800,5.0
45.4000,4.0
45.4200,3.0
45.4400,5.0
45.4600,7.0
45.4800,7.0
45.5000,2.0
45.5200,3.0
45.5400,3.0
45.5600,5.0
45.5800,6.0
45.6000,2.0
45.6200,6.0
45.6400,4.0
45.6600,3.0
45.6800,1.0
45.7000,6.0
45.7200,3.0
45.7400,6.0
45.7600,7.0
45.7800,5.0
45.8000,4.0
45.8200,4.0
45.8400,1.0
45.8600,6.0
45.8800,4.0
45.9000,5.0
45.9200,8.0
45.9400,4.0
45.9600,3.0
45.9800,6.0
46.0000,4.0
46.0200,7.0
46.0400,4.0
46.0600,8.0
46.0800,8.0
46.1000,9.0
46.1200,2.0
46.1400,10.0
46.1600,5.0
46.1800,7.0
46.2000,7.0
46.2200,9.0
46.2400,6.0
46.2600,5.0
46.2800,8.0
46.3000,8.0
46.3200,5.0
46.3400,5.0
46.3600,9.0
46.3800,5.0
46.4000,5.0
46.4200,6.0
46.4400,8.0
46.4600,13.0
46.4800,7.0
46.5000,12.0
46.5200,12.0
46.5400,5.0
46.5600,10.0
46.5800,4.0
46.6000,12.0
46.6200,9.0
46.6400,10.0
46.6600,12.0
46.6800,8.0
46.7000,11.0
46.7200,13.0
46.7400,12.0
46.7600,9.0
46.7800,15.0
46.8000,19.0
46.8200,19.0
46.8400,15.0
46.8600,21.0
46.8800,15.0
46.9000,15.0
46.9200,21.0
46.9400,30.0
46.9600,25.0
46.9800,21.0
47.0000,27.0
47.0200,35.0
47.0400,37.0
47.0600,63.0
47.0800,60.0
47.1000,75.0
47.1200,88.0
47.1400,138.0
47.1600,201.0
47.1800,264.0
47.2000,334.0
47.2200,408.0
47.2400,511.0
47.2600,535.0
47.2800,480.0
47.3000,403.0
47.3200,376.0
47.3400,310.0
47.3600,285.0
47.3800,260.0
47.4000,227.0
47.4200,180.0
47.4400,125.0
47.4600,92.0
47.4800,70.0
47.5000,48.0
47.5200,37.0
47.5400,27.0
47.5600,31.0
47.5800,15.0
47.6000,10.0
47.6200,15.0
47.6400,16.0
47.6600,10.0
47.6800,6.0
47.7000,11.0
47.7200,11.0
47.7400,7.0
47.7600,8.0
47.7800,9.0
47.8000,8.0
47.8200,3.0
47.8400,6.0
47.8600,7.0
47.8800,4.0
47.9000,4.0
47.9200,9.0
47.9400,8.0
47.9600,6.0
47.9800,4.0
48.0000,2.0
48.0200,4.0
48.0400,4.0
48.0600,8.0
48.0800,5.0
48.1000,1.0
48.1200,4.0
48.1400,2.0
48.1600,5.0
48.1800,7.0
48.2000,6.0
48.2200,7.0
48.2400,2.0
48.2600,3.0
48.2800,4.0
48.3000,4.0
48.3200,4.0
48.3400,3.0
48.3600,7.0
48.3800,7.0
48.4000,8.0
48.4200,7.0
48.4400,3.0
48.4600,8.0
48.4800,1.0
48.5000,6.0
48.5200,4.0
48.5400,4.0
48.5600,6.0
48.5800,3.0
48.6000,5.0
48.6200,7.0
48.6400,3.0
48.6600,4.0
48.6800,3.0
48.7000,2.0
48.7200,4.0
48.7400,4.0
48.7600,4.0
48.7800,4.0
48.8000,3.0
48.8200,3.0
48.8400,5.0
48.8600,0.0
48.8800,5.0
48.9000,2.0
48.9200,2.0
48.9400,8.0
48.9600,4.0
48.9800,3.0
49.0000,2.0
49.0200,3.0
49.0400,4.0
49.0600,2.0
49.0800,2.0
49.1000,6.0
49.1200,1.0
49.1400,5.0
49.1600,2.0
49.1800,4.0
49.2000,1.0
49.2200,2.0
49.2400,5.0
49.2600,3.0
49.2800,6.0
49.3000,2.0
49.3200,4.0
49.3400,3.0
49.3600,2.0
49.3800,3.0
49.4000,5.0
49.4200,1.0
49.4400,5.0
49.4600,3.0
49.4800,1.0
49.5000,4.0
49.5200,2.0
49.5400,3.0
49.5600,1.0
49.5800,4.0
49.6000,3.0
49.6200,4.0
49.6400,5.0
49.6600,2.0
49.6800,1.0
49.7000,3.0
49.7200,3.0
49.7400,2.0
49.7600,3.0
49.7800,1.0
49.8000,2.0
49.8200,3.0
49.8400,1.0
49.8600,3.0
49.8800,5.0
49.9000,0.0
49.9200,3.0
49.9400,3.0
49.9600,3.0
49.9800,2.0
50.0000,3.0
50.0200,1.0
50.0400,4.0
50.0600,2.0
50.0800,5.0
50.1000,0.0
50.1200,2.0
50.1400,2.0
50.1600,6.0
50.1800,0.0
50.2000,4.0
50.2200,2.0
50.2400,2.0
50.2600,5.0
50.2800,2.0
50.3000,2.0
50.3200,1.0
50.3400,2.0
50.3600,1.0
50.3800,6.0
50.4000,3.0
50.4200,3.0
50.4400,1.0
50.4600,5.0
50.4800,5.0
50.5000,0.0
