[Measurement conditions]
Sample identification,
37.8400,5385.0
37.8600,2674.0
37.8800,974.0
37.9000,501.0
37.9200,324.0
37.9400,255.0
37.9600,202.0
37.9800,199.0
38.0000,192.0
38.0200,142.0
38.0400,152.0
38.0600,139.0
38.0800,137.0
38.1000,138.0
38.1200,124.0
38.1400,131.0
38.1600,136.0
38.1800,112.0
38.2000,121.0
38.2200,86.0
38.2400,115.0
38.2600,99.0
38.2800,89.0
38.3000,66.0
38.3200,71.0
38.3400,83.0
38.3600,84.0
38.3800,80.0
38.4000,61.0
38.4200,84.0
38.4400,53.0
38.4600,65.0
38.4800,56.0
38.5000,59.0
38.5200,37.0
38.5400,53.0
38.5600,42.0
38.5800,50.0
38.6000,52.0
38.6200,40.0
38.6400,48.0
38.6600,50.0
38.6800,39.0
38.7000,42.0
38.7200,36.0
38.7400,37.0
38.7600,36.0
38.7800,26.0
38.8000,29.0
38.8200,30.0
38.8400,24.0
38.8600,22.0
38.8800,25.0
38.9000,21.0
38.9200,27.0
38.9400,20.0
38.9600,19.0
38.9800,21.0
39.0000,12.0
39.0200,12.0
39.0400,15.0
39.0600,12.0
39.0800,13.0
39.1000,8.0
39.1200,9.0
39.1400,17.0
39.1600,7.0
39.1800,12.0
39.2000,10.0
39.2200,8.0
39.2400,8.0
39.2600,13.0
39.2800,3.0
39.3000,10.0
39.3200,5.0
39.3400,6.0
39.3600,3.0
39.3800,4.0
39.4000,4.0
39.4200,8.0
39.4400,9.0
39.4600,6.0
39.4800,5.0
39.5000,5.0
39.5200,3.0
39.5400,5.0
39.5600,6.0
39.5800,4.0
39.6000,3.0
39.6200,10.0
39.6400,1.0
39.6600,2.0
39.6800,2.0
39.7000,7.0
39.7200,5.0
39.7400,5.0
39.7600,7.0
39.7800,12.0
39.8000,7.0
39.8200,5.0
39.8400,0.0
39.8600,3.0
39.8800,2.0
39.9000,3.0
39.9200,2.0
39.9400,5.0
39.9600,5.0
39.9800,3.0
40.0000,5.0
40.0200,2.0
40.0400,1.0
40.0600,1.0
40.0800,1.0
40.1000,2.0
40.1200,2.0
40.1400,3.0
40.1600,4.0
40.1800,4.0
40.2000,2.0
40.2200,5.0
40.2400,4.0
40.2600,4.0
40.2800,0.0
40.3000,3.0
40.3200,3.0
40.3400,3.0
40.3600,5.0
40.3800,6.0
40.4000,5.0
40.4200,3.0
40.4400,5.0
40.4600,3.0
40.4800,3.0
40.5000,0.0
40.5200,2.0
40.5400,1.0
40.5600,1.0
40.5800,2.0
40.6000,0.0
40.6200,5.0
40.6400,3.0
40.6600,2.0
40.6800,2.0
40.7000,6.0
40.7200,1.0
40.7400,2.0
40.7600,3.0
40.7800,3.0
40.8000,3.0
40.8200,2.0
40.8400,4.0
40.8600,6.0
40.8800,5.0
40.9000,3.0
40.9200,5.0
40.9400,6.0
40.9600,2.0
40.9800,0.0
41.0000,4.0
41.0200,1.0
41.0400,5.0
41.0600,1.0
41.0800,2.0
41.1000,3.0
41.1200,0.0
41.1400,1.0
41.1600,0.0
41.1800,0.0
41.2000,4.0
41.2200,5.0
41.2400,2.0
41.2600,3.0
41.2800,4.0
41.3000,2.0
41.3200,1.0
41.3400,0.0
41.3600,3.0
41.3800,7.0
41.4000,4.0
41.4200,4.0
41.4400,1.0
41.4600,2.0
41.4800,5.0
41.5000,3.0
41.5200,3.0
41.5400,1.0
41.5600,3.0
41.5800,4.0
41.6000,4.0
41.6200,1.0
41.6400,1.0
41.6600,2.0
41.6800,0.0
41.7000,3.0
41.7200,1.0
41.7400,2.0
41.7600,0.0
41.7800,1.0
41.8000,3.0
41.8200,0.0
41.8400,4.0
41.8600,2.0
41.8800,2.0
41.9000,3.0
41.9200,2.0
41.9400,4.0
41.9600,3.0
41.9800,1.0
42.0000,3.0
42.0200,1.0
42.0400,1.0
42.0600,4.0
42.0800,1.0
42.1000,2.0
42.1200,4.0
42.1400,1.0
42.1600,3.0
42.1800,1.0
42.2000,3.0
42.2200,2.0
42.2400,4.0
42.2600,2.0
42.2800,0.0
42.3000,2.0
42.3200,2.0
42.3400,0.0
42.3600,4.0
42.3800,3.0
42.4000,2.0
42.4200,4.0
42.4400,4.0
42.4600,1.0
42.4800,4.0
42.5000,1.0
42.5200,2.0
42.5400,1.0
42.5600,3.0
42.5800,1.0
42.6000,2.0
42.6200,1.0
42.6400,2.0
42.6600,1.0
42.6800,0.0
42.7000,1.0
42.7200,2.0
42.7400,1.0
42.7600,1.0
42.7800,2.0
42.8000,0.0
42.8200,1.0
42.8400,2.0
42.8600,2.0
42.8800,2.0
42.9000,1.0
42.9200,1.0
42.9400,3.0
42.9600,1.0
42.9800,3.0
43.0000,3.0
43.0200,1.0
43.0400,3.0
43.0600,1.0
43.0800,1.0
43.1000,4.0
43.1200,2.0
43.1400,3.0
43.1600,1.0
43.1800,4.0
43.2000,4.0
43.2200,1.0
43.2400,2.0
43.2600,4.0
43.2800,2.0
43.3000,0.0
43.3200,1.0
43.3400,4.0
43.3600,0.0
43.3800,4.0
43.4000,5.0
43.4200,3.0
43.4400,2.0
43.4600,2.0
43.4800,2.0
43.5000,2.0
43.5200,3.0
43.5400,4.0
43.5600,1.0
43.5800,2.0
43.6000,1.0
43.6200,2.0
43.6400,1.0
43.6600,1.0
43.6800,2.0
43.7000,1.0
43.7200,1.0
43.7400,2.0
43.7600,0.0
43.7800,3.0
43.8000,1.0
43.8200,2.0
43.8400,6.0
43.8600,2.0
43.8800,0.0
43.9000,1.0
43.9200,0.0
43.9400,2.0
43.9600,1.0
43.9800,4.0
44.0000,2.0
44.0200,2.0
44.0400,1.0
44.0600,2.0
44.0800,0.0
44.1000,2.0
44.1200,1.0
44.1400,2.0
44.1600,1.0
44.1800,2.0
44.2000,2.0
44.2200,1.0
44.2400,3.0
44.2600,4.0
44.2800,4.0
44.3000,0.0
44.3200,1.0
44.3400,1.0
44.3600,1.0
44.3800,0.0
44.4000,0.0
44.4200,3.0
44.4400,1.0
44.4600,1.0
44.4800,0.0
44.5000,1.0
44.5200,1.0
44.5400,3.0
44.5600,4.0
44.5800,1.0
44.6000,2.0
44.6200,1.0
44.6400,3.0
44.6600,0.0
44.6800,2.0
44.7000,0.0
44.7200,2.0
44.7400,0.0
44.7600,2.0
44.7800,1.0
44.8000,3.0
44.8200,1.0
44.8400,2.0
44.8600,1.0
44.8800,2.0
44.9000,2.0
44.9200,1.0
44.9400,0.0
44.9600,1.0
44.9800,1.0
45.0000,2.0
45.0200,0.0
45.0400,2.0
45.0600,1.0
45.0800,4.0
45.1000,1.0
45.1200,2.0
45.1400,2.0
45.1600,1.0
45.1800,1.0
45.2000,3.0
45.2200,1.0
45.2400,1.0
45.2600,3.0
45.2800,2.0
45.3000,1.0
45.3200,0.0
45.3400,0.0
45.3600,1.0
45.3800,1.0
45.4000,1.0
45.4200,1.0
45.4400,1.0
45.4600,0.0
45.4800,0.0
45.5000,2.0
45.5200,2.0
45.5400,1.0
45.5600,2.0
45.5800,2.0
45.6000,0.0
45.6200,0.0
45.6400,3.0
45.6600,4.0
45.6800,1.0
45.7000,2.0
45.7200,1.0
45.7400,1.0
45.7600,1.0
45.7800,0.0
45.8000,1.0
45.8200,0.0
45.8400,1.0
45.8600,1.0
45.8800,1.0
45.9000,1.0
45.9200,0.0
45.9400,3.0
45.9600,2.0
45.9800,1.0
46.0000,3.0
46.0200,0.0
46.0400,0.0
46.0600,1.0
46.0800,4.0
46.1000,3.0
46.1200,1.0
46.1400,2.0
46.1600,0.0
46.1800,1.0
46.2000,4.0
46.2200,0.0
46.2400,1.0
46.2600,5.0
46.2800,2.0
46.3000,2.0
46.3200,0.0
46.3400,1.0
46.3600,1.0
46.3800,1.0
46.4000,0.0
46.4200,3.0
46.4400,2.0
46.4600,4.0
46.4800,1.0
46.5000,3.0
46.5200,2.0
46.5400,1.0
46.5600,1.0
46.5800,1.0
46.6000,0.0
46.6200,0.0
46.6400,1.0
46.6600,1.0
46.6800,3.0
46.7000,0.0
46.7200,3.0
46.7400,1.0
46.7600,0.0
46.7800,3.0
46.8000,3.0
46.8200,0.0
46.8400,2.0
46.8600,2.0
46.8800,2.0
46.9000,1.0
46.9200,2.0
46.9400,4.0
46.9600,0.0
46.9800,1.0
47.0000,1.0
47.0200,3.0
47.0400,1.0
47.0600,2.0
47.0800,1.0
47.1000,3.0
47.1200,0.0
47.1400,2.0
47.1600,1.0
47.1800,1.0
47.2000,3.0
47.2200,1.0
47.2400,5.0
47.2600,3.0
47.2800,1.0
47.3000,1.0
47.3200,2.0
47.3400,2.0
47.3600,3.0
47.3800,1.0
47.4000,2.0
47.4200,0.0
47.4400,2.0
47.4600,0.0
47.4800,1.0
47.5000,1.0
47.5200,5.0
47.5400,0.0
47.5600,1.0
47.5800,2.0
47.6000,1.0
47.6200,0.0
47.6400,2.0
47.6600,2.0
47.6800,3.0
47.7000,2.0
47.7200,2.0
47.7400,1.0
47.7600,2.0
47.7800,0.0
47.8000,0.0
47.8200,1.0
47.8400,1.0
47.8600,0.0
47.8800,1.0
47.9000,1.0
47.9200,1.0
47.9400,2.0
47.9600,1.0
47.9800,0.0
48.0000,1.0
48.0200,2.0
48.0400,0.0
48.0600,1.0
48.0800,0.0
48.1000,2.0
48.1200,0.0
48.1400,1.0
48.1600,2.0
48.1800,0.0
48.2000,2.0
48.2200,2.0
48.2400,0.0
48.2600,0.0
48.2800,2.0
48.3000,3.0
48.3200,2.0
48.3400,3.0
48.3600,2.0
48.3800,3.0
48.4000,2.0
48.4200,1.0
48.4400,3.0
48.4600,1.0
48.4800,1.0
48.5000,1.0
48.5200,1.0
48.5400,0.0
48.5600,1.0
48.5800,1.0
48.6000,2.0
48.6200,1.0
48.6400,2.0
48.6600,1.0
48.6800,0.0
48.7000,0.0
48.7200,0.0
48.7400,4.0
48.7600,1.0
48.7800,1.0
48.8000,0.0
48.8200,2.0
48.8400,1.0
48.8600,2.0
48.8800,4.0
48.9000,1.0
48.9200,2.0
48.9400,1.0
48.9600,1.0
48.9800,1.0
49.0000,3.0
49.0200,4.0
49.0400,0.0
49.0600,1.0
49.0800,1.0
49.1000,1.0
49.1200,2.0
49.1400,0.0
49.1600,3.0
49.1800,3.0
49.2000,1.0
49.2200,0.0
49.2400,1.0
49.2600,3.0
49.2800,0.0
49.3000,4.0
49.3200,1.0
49.3400,1.0
49.3600,1.0
49.3800,0.0
49.4000,2.0
49.4200,1.0
49.4400,1.0
49.4600,0.0
49.4800,2.0
49.5000,2.0
49.5200,1.0
49.5400,1.0
49.5600,0.0
49.5800,2.0
49.6000,0.0
49.6200,0.0
49.6400,3.0
49.6600,0.0
49.6800,3.0
49.7000,2.0
49.7200,0.0
49.7400,1.0
49.7600,0.0
49.7800,1.0
49.8000,1.0
49.8200,1.0
49.8400,0.0
49.8600,2.0
49.8800,0.0
49.9000,1.0
49.9200,0.0
49.9400,4.0
49.9600,0.0
49.9800,1.0
50.0000,1.0
50.0200,1.0
50.0400,2.0
50.0600,1.0
50.0800,0.0
50.1000,0.0
50.1200,2.0
50.1400,1.0
50.1600,0.0
50.1800,3.0
50.2000,2.0
50.2200,0.0
50.2400,0.0
50.2600,1.0
50.2800,0.0
50.3000,1.0
50.3200,0.0
50.3400,2.0
50.3600,1.0
50.3800,1.0
50.4000,1.0
50.4200,1.0
50.4400,1.0
50.4600,0.0
50.4800,1.0
50.5000,1.0
50.5200,0.0
50.5400,1.0
50.5600,0.0
50.5800,1.0
50.6000,0.0
50.6200,1.0
50.6400,1.0
50.6600,0.0
50.6800,1.0
50.7000,5.0
50.7200,1.0
50.7400,2.0
50.7600,0.0
50.7800,3.0
50.8000,1.0
50.8200,1.0
50.8400,2.0
50.8600,0.0
50.8800,0.0
50.9000,2.0
50.9200,1.0
50.9400,1.0
50.9600,0.0
50.9800,1.0
51.0000,0.0
51.0200,1.0
51.0400,0.0
51.0600,1.0
51.0800,0.0
51.1000,0.0
51.1200,0.0
51.1400,0.0
51.1600,1.0
51.1800,1.0
51.2000,2.0
51.2200,1.0
51.2400,2.0
51.2600,2.0
51.2800,0.0
51.3000,0.0
51.3200,1.0
51.3400,1.0
51.3600,0.0
51.3800,1.0
51.4000,1.0
51.4200,1.0
51.4400,3.0
51.4600,1.0
51.4800,2.0
51.5000,4.0
51.5200,4.0
51.5400,0.0
51.5600,2.0
51.5800,2.0
51.6000,0.0
51.6200,1.0
51.6400,2.0
51.6600,1.0
51.6800,1.0
51.7000,1.0
51.7200,2.0
51.7400,3.0
51.7600,0.0
51.7800,1.0
51.8000,0.0
51.8200,1.0
51.8400,0.0
51.8600,2.0
51.8800,1.0
51.9000,0.0
51.9200,0.0
51.9400,0.0
51.9600,1.0
51.9800,0.0
52.0000,1.0
52.0200,1.0
52.0400,2.0
52.0600,1.0
52.0800,0.0
52.1000,0.0
52.1200,0.0
52.1400,2.0
52.1600,0.0
52.1800,0.0
52.2000,1.0
52.2200,1.0
52.2400,0.0
52.2600,0.0
52.2800,1.0
52.3000,1.0
52.3200,1.0
52.3400,1.0
52.3600,2.0
52.3800,1.0
52.4000,1.0
52.4200,2.0
52.4400,1.0
52.4600,3.0
52.4800,0.0
52.5000,1.0
52.5200,1.0
52.5400,0.0
52.5600,1.0
52.5800,0.0
52.6000,3.0
52.6200,1.0
52.6400,1.0
52.6600,1.0
52.6800,1.0
52.7000,4.0
52.7200,2.0
52.7400,1.0
52.7600,1.0
52.7800,0.0
52.8000,0.0
52.8200,2.0
52.8400,1.0
52.8600,3.0
52.8800,1.0
52.9000,1.0
52.9200,1.0
52.9400,3.0
52.9600,2.0
52.9800,0.0
53.0000,1.0
53.0200,2.0
53.0400,2.0
53.0600,0.0
53.0800,2.0
53.1000,1.0
53.1200,1.0
53.1400,2.0
53.1600,2.0
53.1800,1.0
53.2000,2.0
53.2200,1.0
53.2400,0.0
53.2600,0.0
53.2800,0.0
53.3000,3.0
53.3200,1.0
53.3400,0.0
53.3600,0.0
53.3800,0.0
53.4000,2.0
53.4200,1.0
53.4400,0.0
53.4600,0.0
53.4800,1.0
53.5000,2.0
53.5200,1.0
53.5400,2.0
53.5600,0.0
53.5800,3.0
53.6000,0.0
53.6200,1.0
53.6400,2.0
53.6600,1.0
53.6800,1.0
53.7000,0.0
53.7200,1.0
53.7400,1.0
53.7600,3.0
53.7800,1.0
53.8000,0.0
53.8200,0.0
53.8400,1.0
53.8600,1.0
53.8800,1.0
53.9000,6.0
53.9200,1.0
53.9400,1.0
53.9600,1.0
53.9800,1.0
54.0000,1.0
54.0200,0.0
54.0400,3.0
54.0600,1.0
54.0800,5.0
54.1000,0.0
54.1200,1.0
54.1400,1.0
54.1600,0.0
54.1800,0.0
54.2000,1.0
54.2200,0.0
54.2400,0.0
54.2600,3.0
54.2800,1.0
54.3000,0.0
54.3200,2.0
54.3400,2.0
54.3600,3.0
54.3800,1.0
54.4000,0.0
54.4200,1.0
54.4400,1.0
54.4600,0.0
54.4800,1.0
54.5000,1.0
54.5200,4.0
54.5400,1.0
54.5600,2.0
54.5800,3.0
54.6000,1.0
54.6200,1.0
54.6400,6.0
54.6600,2.0
54.6800,1.0
54.7000,0.0
54.7200,2.0
54.7400,1.0
54.7600,2.0
54.7800,0.0
54.8000,1.0
54.8200,1.0
54.8400,3.0
54.8600,0.0
54.8800,2.0
54.9000,1.0
54.9200,1.0
54.9400,2.0
54.9600,2.0
54.9800,0.0
55.0000,2.0
55.0200,1.0
55.0400,1.0
55.0600,2.0
55.0800,0.0
55.1000,0.0
55.1200,0.0
55.1400,0.0
55.1600,0.0
55.1800,1.0
55.2000,0.0
55.2200,0.0
55.2400,1.0
55.2600,2.0
55.2800,0.0
55.3000,3.0
55.3200,1.0
55.3400,1.0
55.3600,0.0
55.3800,1.0
55.4000,0.0
55.4200,0.0
55.4400,0.0
55.4600,1.0
55.4800,1.0
55.5000,0.0
55.5200,0.0
55.5400,0.0
55.5600,2.0
55.5800,1.0
55.6000,2.0
55.6200,1.0
55.6400,1.0
55.6600,2.0
55.6800,1.0
55.7000,1.0
55.7200,2.0
55.7400,2.0
55.7600,0.0
55.7800,0.0
55.8000,2.0
55.8200,1.0
55.8400,0.0
55.8600,0.0
55.8800,2.0
55.9000,1.0
55.9200,1.0
55.9400,2.0
55.9600,0.0
55.9800,0.0
56.0000,1.0
56.0200,1.0
56.0400,1.0
56.0600,1.0
56.0800,1.0
56.1000,2.0
56.1200,1.0
56.1400,1.0
56.1600,2.0
56.1800,6.0
56.2000,1.0
56.2200,0.0
56.2400,1.0
56.2600,1.0
56.2800,1.0
56.3000,0.0
56.3200,0.0
56.3400,1.0
56.3600,0.0
56.3800,2.0
56.4000,0.0
56.4200,0.0
56.4400,1.0
56.4600,2.0
56.4800,1.0
56.5000,1.0
56.5200,1.0
56.5400,1.0
56.5600,4.0
56.5800,0.0
56.6000,1.0
56.6200,1.0
56.6400,0.0
56.6600,2.0
56.6800,1.0
56.7000,0.0
56.7200,3.0
56.7400,2.0
56.7600,1.0
56.7800,1.0
56.8000,1.0
56.8200,1.0
56.8400,3.0
56.8600,0.0
56.8800,1.0
56.9000,0.0
56.9200,1.0
56.9400,2.0
56.9600,1.0
56.9800,2.0
57.0000,1.0
57.0200,2.0
57.0400,0.0
57.0600,0.0
57.0800,1.0
57.1000,1.0
57.1200,0.0
57.1400,0.0
57.1600,2.0
57.1800,0.0
57.2000,1.0
57.2200,1.0
57.2400,1.0
57.2600,2.0
57.2800,0.0
57.3000,0.0
57.3200,0.0
57.3400,2.0
57.3600,0.0
57.3800,0.0
57.4000,0.0
57.4200,0.0
57.4400,1.0
57.4600,0.0
57.4800,1.0
57.5000,1.0
57.5200,1.0
57.5400,1.0
57.5600,2.0
57.5800,0.0
57.6000,1.0
57.6200,1.0
57.6400,0.0
57.6600,2.0
57.6800,1.0
57.7000,1.0
57.7200,1.0
57.7400,1.0
57.7600,0.0
57.7800,2.0
57.8000,0.0
57.8200,0.0
57.8400,1.0
57.8600,1.0
57.8800,0.0
57.9000,1.0
57.9200,1.0
57.9400,0.0
57.9600,0.0
57.9800,4.0
58.0000,2.0
58.0200,0.0
58.0400,2.0
58.0600,2.0
58.0800,0.0
58.1000,0.0
58.1200,0.0
58.1400,1.0
58.1600,1.0
58.1800,1.0
58.2000,1.0
58.2200,3.0
58.2400,0.0
58.2600,1.0
58.2800,0.0
58.3000,2.0
58.3200,1.0
58.3400,1.0
58.3600,2.0
58.3800,0.0
58.4000,0.0
58.4200,0.0
58.4400,1.0
58.4600,2.0
58.4800,1.0
58.5000,1.0
58.5200,1.0
58.5400,2.0
58.5600,0.0
58.5800,2.0
58.6000,1.0
58.6200,0.0
58.6400,0.0
58.6600,0.0
58.6800,2.0
58.7000,0.0
58.7200,0.0
58.7400,3.0
58.7600,0.0
58.7800,3.0
58.8000,1.0
58.8200,0.0
58.8400,4.0
58.8600,0.0
58.8800,2.0
58.9000,3.0
58.9200,2.0
58.9400,3.0
58.9600,5.0
58.9800,1.0
59.0000,2.0
59.0200,0.0
59.0400,1.0
59.0600,3.0
59.0800,1.0
59.1000,1.0
59.1200,0.0
59.1400,0.0
59.1600,0.0
59.1800,2.0
59.2000,2.0
59.2200,0.0
59.2400,2.0
59.2600,0.0
59.2800,2.0
59.3000,2.0
59.3200,2.0
59.3400,2.0
59.3600,2.0
59.3800,2.0
59.4000,1.0
59.4200,0.0
59.4400,1.0
59.4600,2.0
59.4800,2.0
59.5000,3.0
59.5200,2.0
59.5400,3.0
59.5600,0.0
59.5800,5.0
59.6000,2.0
59.6200,2.0
59.6400,1.0
59.6600,2.0
59.6800,0.0
59.7000,1.0
59.7200,3.0
59.7400,2.0
59.7600,3.0
59.7800,0.0
59.8000,3.0
59.8200,0.0
59.8400,0.0
59.8600,3.0
59.8800,3.0
59.9000,1.0
59.9200,1.0
59.9400,1.0
59.9600,1.0
59.9800,2.0
60.0000,1.0
60.0200,0.0
60.0400,1.0
60.0600,0.0
60.0800,3.0
60.1000,0.0
60.1200,0.0
60.1400,0.0
60.1600,2.0
60.1800,0.0
60.2000,1.0
60.2200,2.0
60.2400,0.0
60.2600,1.0
60.2800,0.0
60.3000,2.0
60.3200,2.0
60.3400,0.0
60.3600,0.0
60.3800,3.0
