[Measurement conditions]
Sample identification,
29.6350,29.0
29.6450,33.0
29.6550,20.0
29.6650,30.0
29.6750,25.0
29.6850,29.0
29.6950,27.0
29.7050,21.0
29.7150,28.0
29.7250,27.0
29.7350,29.0
29.7450,23.0
29.7550,30.0
29.7650,16.0
29.7750,26.0
29.7850,18.0
29.7950,20.0
29.8050,23.0
29.8150,29.0
29.8250,23.0
29.8350,24.0
29.8450,20.0
29.8550,17.0
29.8650,23.0
29.8750,17.0
29.8850,19.0
29.8950,15.0
29.9050,17.0
29.9150,14.0
29.9250,26.0
29.9350,14.0
29.9450,21.0
29.9550,8.0
29.9650,16.0
29.9750,12.0
29.9850,17.0
29.9950,18.0
30.0050,17.0
30.0150,13.0
30.0250,16.0
30.0350,11.0
30.0450,9.0
30.0550,18.0
30.0650,15.0
30.0750,17.0
30.0850,17.0
30.0950,10.0
30.1050,13.0
30.1150,19.0
30.1250,16.0
30.1350,11.0
30.1450,11.0
30.1550,19.0
30.1650,11.0
30.1750,12.0
30.1850,15.0
30.1950,16.0
30.2050,14.0
30.2150,17.0
30.2250,17.0
30.2350,16.0
30.2450,11.0
30.2550,7.0
30.2650,5.0
30.2750,10.0
30.2850,16.0
30.2950,12.0
30.3050,14.0
30.3150,11.0
30.3250,13.0
30.3350,7.0
30.3450,10.0
30.3550,9.0
30.3650,8.0
30.3750,11.0
30.3850,8.0
30.3950,6.0
30.4050,7.0
30.4150,12.0
30.4250,12.0
30.4350,7.0
30.4450,10.0
30.4550,7.0
30.4650,9.0
30.4750,6.0
30.4850,7.0
30.4950,11.0
30.5050,9.0
30.5150,8.0
30.5250,9.0
30.5350,12.0
30.5450,10.0
30.5550,9.0
30.5650,6.0
30.5750,12.0
30.5850,8.0
30.5950,7.0
30.6050,7.0
30.6150,12.0
30.6250,5.0
30.6350,4.0
30.6450,10.0
30.6550,11.0
30.6650,10.0
30.6750,6.0
30.6850,13.0
30.6950,10.0
30.7050,7.0
30.7150,5.0
30.7250,4.0
30.7350,6.0
30.7450,11.0
30.7550,4.0
30.7650,5.0
30.7750,12.0
